#Wavelength (nm)	Absorption Cross Section (cm^2*molecules^-1)
966.56	7.526798485319699958e-24
966.57	7.511794369222640340e-24
966.58	7.497686041540229379e-24
966.59	7.485321036213980440e-24
966.60	7.475503569939109712e-24
966.61	7.468988086288080200e-24
966.62	7.466474443680049522e-24
966.63	7.468602654355070363e-24
966.64	7.475945211982129287e-24
966.65	7.488995445868220633e-24
966.66	7.508150971462300168e-24
966.67	7.533692106887299493e-24
966.68	7.565756011591380212e-24
966.69	7.604308182470660577e-24
966.70	7.649113718920990060e-24
966.71	7.699711351668620285e-24
966.72	7.755393546634700676e-24
966.73	7.815195993072400086e-24
966.74	7.877899441777339684e-24
966.75	7.942046182935050156e-24
966.76	8.005972484655769678e-24
966.77	8.067857122366630536e-24
966.78	8.125784809914430661e-24
966.79	8.177822005878569880e-24
966.80	8.222101330701039425e-24
966.81	8.256909806258269845e-24
966.82	8.280775420573290618e-24
966.83	8.292546205030090333e-24
966.84	8.291456138003910330e-24
966.85	8.277172770132999567e-24
966.86	8.249822477714039591e-24
966.87	8.209990630287600163e-24
966.88	8.158695612059240235e-24
966.89	8.097337444245219854e-24
966.90	8.027623580089390159e-24
966.91	7.951476143858629388e-24
966.92	7.870926323161310116e-24
966.93	7.788002681201689944e-24
966.94	7.704620740085129519e-24
966.95	7.622481241279650494e-24
966.96	7.542983998556620493e-24
966.97	7.467163248400230506e-24
966.98	7.395648940274509930e-24
966.99	7.328656597816480016e-24
967.00	7.266006354058159666e-24
967.01	7.207169669614459947e-24
967.02	7.151340239546249975e-24
967.03	7.097523833856839664e-24
967.04	7.044640432300529980e-24
967.05	6.991631112302610434e-24
967.06	6.937561798774979709e-24
967.07	6.881716214028119353e-24
967.08	6.823671158315459897e-24
967.09	6.763348547571860308e-24
967.10	6.701040337350799448e-24
967.11	6.637404443197500133e-24
967.12	6.573431879735949923e-24
967.13	6.510387426778160043e-24
967.14	6.449728037253539672e-24
967.15	6.393004790170599794e-24
967.16	6.341755349039709931e-24
967.17	6.297394532766949655e-24
967.18	6.261110701750329844e-24
967.19	6.233775208139440109e-24
967.20	6.215871198016179686e-24
967.21	6.207446663331750073e-24
967.22	6.208094931355159741e-24
967.23	6.216963878633149883e-24
967.24	6.232793205071450140e-24
967.25	6.253977241492610313e-24
967.26	6.278649119847440249e-24
967.27	6.304780817978029872e-24
967.28	6.330292681634329780e-24
967.29	6.353165573902479884e-24
967.30	6.371548819866150131e-24
967.31	6.383857581312750153e-24
967.32	6.388854160375069851e-24
967.33	6.385708914080209918e-24
967.34	6.374037867081649951e-24
967.35	6.353915630252619974e-24
967.36	6.325863759437340339e-24
967.37	6.290816119236839823e-24
967.38	6.250064062809329812e-24
967.39	6.205185231446360043e-24
967.40	6.157960471621360318e-24
967.41	6.110283741724019956e-24
967.42	6.064069939651550288e-24
967.43	6.021165351634500310e-24
967.44	5.983264945800899728e-24
967.45	5.951840067335519977e-24
967.46	5.928079298805050360e-24
967.47	5.912844393394499819e-24
967.48	5.906642330183849839e-24
967.49	5.909613730182740094e-24
967.50	5.921537148797060136e-24
967.51	5.941848150442960345e-24
967.52	5.969671586306999734e-24
967.53	6.003865136667950099e-24
967.54	6.043071934773880166e-24
967.55	6.085779943378379972e-24
967.56	6.130385687928319724e-24
967.57	6.175259942687369809e-24
967.58	6.218813001743509858e-24
967.59	6.259557235426929903e-24
967.60	6.296164730370499797e-24
967.61	6.327517941220629839e-24
967.62	6.352751452352299792e-24
967.63	6.371283170911709884e-24
967.64	6.382833560913750282e-24
967.65	6.387431892487429947e-24
967.66	6.385408925898010140e-24
967.67	6.377375974010809951e-24
967.68	6.364190877114660219e-24
967.69	6.346912057872110134e-24
967.70	6.326742469237120303e-24
967.71	6.304965864119590243e-24
967.72	6.282878356984570161e-24
967.73	6.261718667855530108e-24
967.74	6.242600694929020089e-24
967.75	6.226452117503170159e-24
967.76	6.213962562338750066e-24
967.77	6.205544465410630227e-24
967.78	6.201309136283609661e-24
967.79	6.201059711432009961e-24
967.80	6.204301710565260134e-24
967.81	6.210270846273930072e-24
967.82	6.217976652956369727e-24
967.83	6.226259472704029771e-24
967.84	6.233857440131189924e-24
967.85	6.239479415043330264e-24
967.86	6.241879378850490289e-24
967.87	6.239927677457479805e-24
967.88	6.232674678013540257e-24
967.89	6.219402903387649822e-24
967.90	6.199664486287879708e-24
967.91	6.173301791698740079e-24
967.92	6.140450219996150078e-24
967.93	6.101523438360699919e-24
967.94	6.057182502613900225e-24
967.95	6.008291433385179646e-24
967.96	5.955862715429369891e-24
967.97	5.900996827551219768e-24
967.98	5.844820234134370290e-24
967.99	5.788426253640380002e-24
968.00	5.732822867519930248e-24
968.01	5.678890874529919702e-24
968.02	5.627354884857840206e-24
968.03	5.578768560353649663e-24
968.04	5.533514330358849877e-24
968.05	5.491816642767579732e-24
968.06	5.453766741684239779e-24
968.07	5.419356082096749870e-24
968.08	5.388514868109680115e-24
968.09	5.361151882452150115e-24
968.10	5.337191783461959647e-24
968.11	5.316606376362089956e-24
968.12	5.299436986304159953e-24
968.13	5.285805915237539880e-24
968.14	5.275915977903839707e-24
968.15	5.270038196252620011e-24
968.16	5.268488793328209890e-24
968.17	5.271597577080529725e-24
968.18	5.279670562048219845e-24
968.19	5.292950180154320262e-24
968.20	5.311576641139220154e-24
968.21	5.335553904303769992e-24
968.22	5.364723328811020259e-24
968.23	5.398747417680299656e-24
968.24	5.437105220504029652e-24
968.25	5.479099987904180218e-24
968.26	5.523878662522570071e-24
968.27	5.570461834589209766e-24
968.28	5.617781966860749720e-24
968.29	5.664727073109860190e-24
968.30	5.710186666750290008e-24
968.31	5.753096708889490197e-24
968.32	5.792480480165259804e-24
968.33	5.827482755022840313e-24
968.34	5.857395324634399656e-24
968.35	5.881672730939730367e-24
968.36	5.899937962204980080e-24
968.37	5.911978737473900236e-24
968.38	5.917735792723090276e-24
968.39	5.917285204163700202e-24
968.40	5.910817188418949987e-24
968.41	5.898613970469629812e-24
968.42	5.881029197370940190e-24
968.43	5.858471012695139798e-24
968.44	5.831390330850919994e-24
968.45	5.800275119386479739e-24
968.46	5.765650683452129778e-24
968.47	5.728085130395990257e-24
968.48	5.688198455468820134e-24
968.49	5.646673106702999989e-24
968.50	5.604263519532310015e-24
968.51	5.561802001687730302e-24
968.52	5.520198515023389756e-24
968.53	5.480432336539899675e-24
968.54	5.443534254206579803e-24
968.55	5.410558809847110277e-24
968.56	5.382547068826860317e-24
968.57	5.360481390091230161e-24
968.58	5.345234601073499676e-24
968.59	5.337516763990090255e-24
968.60	5.337823277556079655e-24
968.61	5.346388332987129705e-24
968.62	5.363147699726179752e-24
968.63	5.387714445073100078e-24
968.64	5.419370510435370310e-24
968.65	5.457076119025749644e-24
968.66	5.499497842082950186e-24
968.67	5.545054887245800367e-24
968.68	5.591981888574509741e-24
968.69	5.638405271091709946e-24
968.70	5.682429227056899883e-24
968.71	5.722226557656189908e-24
968.72	5.756129164701789900e-24
968.73	5.782712860793309675e-24
968.74	5.800871414852210245e-24
968.75	5.809875346975170100e-24
968.76	5.809411889880460013e-24
968.77	5.799603678813630176e-24
968.78	5.781005035160870210e-24
968.79	5.754576077925400192e-24
968.80	5.721636234962330129e-24
968.81	5.683799939881750342e-24
968.82	5.642898309422630062e-24
968.83	5.600891335650840012e-24
968.84	5.559775554945700134e-24
968.85	5.521492253076449922e-24
968.86	5.487841039227760352e-24
968.87	5.460403101522339855e-24
968.88	5.440477692460400177e-24
968.89	5.429034450184999758e-24
968.90	5.426683115547850017e-24
968.91	5.433661133756039872e-24
968.92	5.449838607924760216e-24
968.93	5.474739166237010132e-24
968.94	5.507574567065180336e-24
968.95	5.547290332812649964e-24
968.96	5.592619390184789776e-24
968.97	5.642140600216339759e-24
968.98	5.694339166747710010e-24
968.99	5.747666184207180268e-24
969.00	5.800594981645429932e-24
969.01	5.851672391896329764e-24
969.02	5.899563574081579758e-24
969.03	5.943089500278000116e-24
969.04	5.981256646958689872e-24
969.05	6.013278783649550111e-24
969.06	6.038591012344579653e-24
969.07	6.056856381367469952e-24
969.08	6.067965487635909959e-24
969.09	6.072029511703209949e-24
969.10	6.069367126269919948e-24
969.11	6.060485708775040090e-24
969.12	6.046057298056400113e-24
969.13	6.026889784385819841e-24
969.14	6.003893923748070169e-24
969.15	5.978046923360730076e-24
969.16	5.950353547823129914e-24
969.17	5.921805925683670014e-24
969.18	5.893343468229660104e-24
969.19	5.865814514291880157e-24
969.20	5.839941453493600345e-24
969.21	5.816291124613210309e-24
969.22	5.795252210683840090e-24
969.23	5.777021142812600302e-24
969.24	5.761597677307879768e-24
969.25	5.748790835987080361e-24
969.26	5.738235321601450191e-24
969.27	5.729417875667020180e-24
969.28	5.721712380896879892e-24
969.29	5.714421877207810107e-24
969.30	5.706825112760120221e-24
969.31	5.698224840126390273e-24
969.32	5.687994834685399997e-24
969.33	5.675622587370670143e-24
969.34	5.660744820738820221e-24
969.35	5.643173391806339790e-24
969.36	5.622909754615260111e-24
969.37	5.600146920138939995e-24
969.38	5.575258716461629852e-24
969.39	5.548777053274750172e-24
969.40	5.521358761520329843e-24
969.41	5.493744341980190290e-24
969.42	5.466711552825000230e-24
969.43	5.441027144803120129e-24
969.44	5.417400179836750055e-24
969.45	5.396440230374779768e-24
969.46	5.378623360730889642e-24
969.47	5.364268167156090206e-24
969.48	5.353523349367150082e-24
969.49	5.346367367143860172e-24
969.50	5.342619776346609751e-24
969.51	5.341962918410289818e-24
969.52	5.343971832711540044e-24
969.53	5.348149639760560024e-24
969.54	5.353965257569559782e-24
969.55	5.360890196739369884e-24
969.56	5.368431342017250135e-24
969.57	5.376157055680850155e-24
969.58	5.383714594527400234e-24
969.59	5.390837660909700204e-24
969.60	5.397343837266509895e-24
969.61	5.403122601792220327e-24
969.62	5.408115506850650071e-24
969.63	5.412290842965490128e-24
969.64	5.415615643031320057e-24
969.65	5.418028154855270185e-24
969.66	5.419413898503900262e-24
969.67	5.419588126197399951e-24
969.68	5.418286939846410234e-24
969.69	5.415168541379730221e-24
969.70	5.409825160004509842e-24
969.71	5.401805198778300255e-24
969.72	5.390644157893180254e-24
969.73	5.375902011113460291e-24
969.74	5.357204014222979943e-24
969.75	5.334281474627669995e-24
969.76	5.307008853307720098e-24
969.77	5.275433723384170083e-24
969.78	5.239796566358709876e-24
969.79	5.200538114090950044e-24
969.80	5.158292884715390091e-24
969.81	5.113868637957080251e-24
969.82	5.068212601123510246e-24
969.83	5.022366397768170293e-24
969.84	4.977412555858209910e-24
969.85	4.934416201088469938e-24
969.86	4.894365991180139803e-24
969.87	4.858118478947760351e-24
969.88	4.826349892461900291e-24
969.89	4.799518804275720321e-24
969.90	4.777842369478489783e-24
969.91	4.761287808429720162e-24
969.92	4.749579676235350059e-24
969.93	4.742222289902610149e-24
969.94	4.738535571040150027e-24
969.95	4.737701597055120014e-24
969.96	4.738818414193080317e-24
969.97	4.740957209117480106e-24
969.98	4.743218795351759782e-24
969.99	4.744785553068510266e-24
970.00	4.744965444242080016e-24
970.01	4.743225463553890065e-24
970.02	4.739212810959649863e-24
970.03	4.732763101779019813e-24
970.04	4.723895974141049819e-24
970.05	4.712799421589579937e-24
970.06	4.699804988908119955e-24
970.07	4.685356555592729959e-24
970.08	4.669975748985909717e-24
970.09	4.654227058132729642e-24
970.10	4.638685466871929777e-24
970.11	4.623908923288110295e-24
970.12	4.610417267819129821e-24
970.13	4.598678426749960225e-24
970.14	4.589101824731400030e-24
970.15	4.582038165175089657e-24
970.16	4.577784051256150281e-24
970.17	4.576589440094860082e-24
970.18	4.578665686246970136e-24
970.19	4.584191961488639992e-24
970.20	4.593318133010489754e-24
970.21	4.606162711925769729e-24
970.22	4.622805194825329670e-24
970.23	4.643272940136400142e-24
970.24	4.667523562955910039e-24
970.25	4.695424607032409746e-24
970.26	4.726732874969280333e-24
970.27	4.761076194281860187e-24
970.28	4.797940514278430270e-24
970.29	4.836665039013739638e-24
970.30	4.876447605967430104e-24
970.31	4.916361749666500098e-24
970.32	4.955385903226520032e-24
970.33	4.992444071195699950e-24
970.34	5.026456153235779763e-24
970.35	5.056395017235720032e-24
970.36	5.081346518102719714e-24
970.37	5.100568029192569786e-24
970.38	5.113540771369019807e-24
970.39	5.120011336528709886e-24
970.40	5.120018321606239784e-24
970.41	5.113900893586239990e-24
970.42	5.102287338948470042e-24
970.43	5.086063124021060326e-24
970.44	5.066319592888269646e-24
970.45	5.044286027875249863e-24
970.46	5.021249259929620249e-24
970.47	4.998466214151759645e-24
970.48	4.977075598137749654e-24
970.49	4.958015303729989653e-24
970.50	4.941951947435830004e-24
970.51	4.929228312833430227e-24
970.52	4.919833313781719789e-24
970.53	4.913397545084319663e-24
970.54	4.909215638123629637e-24
970.55	4.906294631224259682e-24
970.56	4.903425553425339869e-24
970.57	4.899273565869089967e-24
970.58	4.892480458663769882e-24
970.59	4.881772193379310220e-24
970.60	4.866063610650410122e-24
970.61	4.844552446209720177e-24
970.62	4.816795428192409828e-24
970.63	4.782760426687289642e-24
970.64	4.742850310143549939e-24
970.65	4.697896209100439938e-24
970.66	4.649120141686050344e-24
970.67	4.598069244433330187e-24
970.68	4.546525998006560185e-24
970.69	4.496400671311679650e-24
970.70	4.449613582879130016e-24
970.71	4.407975583896859906e-24
970.72	4.373075335515350272e-24
970.73	4.346181466711390117e-24
970.74	4.328166592532199887e-24
970.75	4.319458529804569710e-24
970.76	4.320021995234080339e-24
970.77	4.329371769122100248e-24
970.78	4.346615936908810308e-24
970.79	4.370525566543359759e-24
970.80	4.399625219347390193e-24
970.81	4.432297179295450315e-24
970.82	4.466891338387390031e-24
970.83	4.501832366599109686e-24
970.84	4.535716145081189845e-24
970.85	4.567388419199889797e-24
970.86	4.596000151711350162e-24
970.87	4.621036000239659661e-24
970.88	4.642314548377899850e-24
970.89	4.659961206912850242e-24
970.90	4.674356885987280198e-24
970.91	4.686067444990340015e-24
970.92	4.695760402851949812e-24
970.93	4.704116321472519657e-24
970.94	4.711742588816389827e-24
970.95	4.719097006150149885e-24
970.96	4.726427658585990243e-24
970.97	4.733734101220339729e-24
970.98	4.740753048585990118e-24
970.99	4.746969668304910186e-24
971.00	4.751653424753379951e-24
971.01	4.753915373257009976e-24
971.02	4.752782037113839786e-24
971.03	4.747279651373069747e-24
971.04	4.736521735371149679e-24
971.05	4.719792722463100225e-24
971.06	4.696620742622519734e-24
971.07	4.666833584079120191e-24
971.08	4.630593269968900031e-24
971.09	4.588406452267350263e-24
971.10	4.541109797057559900e-24
971.11	4.489831546226189648e-24
971.12	4.435932323720089720e-24
971.13	4.380929855297419939e-24
971.14	4.326413460953390059e-24
971.15	4.273954867014390255e-24
971.16	4.225022022184340022e-24
971.17	4.180902187809219633e-24
971.18	4.142639653271449726e-24
971.19	4.110992090923509714e-24
971.20	4.086407933588199826e-24
971.21	4.069025376767809860e-24
971.22	4.058691832957029662e-24
971.23	4.055001049117950222e-24
971.24	4.057343776197250277e-24
971.25	4.064966959142800026e-24
971.26	4.077035967612210209e-24
971.27	4.092694438982760194e-24
971.28	4.111116839097790260e-24
971.29	4.131549802451149858e-24
971.30	4.153339595343550112e-24
971.31	4.175944528226149875e-24
971.32	4.198932685849860154e-24
971.33	4.221966801258369883e-24
971.34	4.244779336910269660e-24
971.35	4.267141739768580288e-24
971.36	4.288832325387770309e-24
971.37	4.309607276346329674e-24
971.38	4.329178813198550276e-24
971.39	4.347203754646769894e-24
971.40	4.363284509885980156e-24
971.41	4.376983153441759924e-24
971.42	4.387847755755899881e-24
971.43	4.395448724515659902e-24
971.44	4.399421691214789830e-24
971.45	4.399512576541939872e-24
971.46	4.395619980360220134e-24
971.47	4.387830023459360102e-24
971.48	4.376439232281490096e-24
971.49	4.361961973173169640e-24
971.50	4.345120235733790262e-24
971.51	4.326815125454269871e-24
971.52	4.308081116995849987e-24
971.53	4.290025788908470037e-24
971.54	4.273759254339850126e-24
971.55	4.260318678308679717e-24
971.56	4.250594013207180065e-24
971.57	4.245261308892149801e-24
971.58	4.244729624155020046e-24
971.59	4.249106692536720259e-24
971.60	4.258187135327949766e-24
971.61	4.271465270064359837e-24
971.62	4.288172571792570323e-24
971.63	4.307337769646079670e-24
971.64	4.327865577062689682e-24
971.65	4.348628331339310149e-24
971.66	4.368563510404970069e-24
971.67	4.386769323862169806e-24
971.68	4.402590421681730319e-24
971.69	4.415686258153360149e-24
971.70	4.426075768558140132e-24
971.71	4.434153687282490026e-24
971.72	4.440675937689969733e-24
971.73	4.446713897373869899e-24
971.74	4.453579803608429738e-24
971.75	4.462727918497610181e-24
971.76	4.475638132145090191e-24
971.77	4.493690276209600240e-24
971.78	4.518038414798360120e-24
971.79	4.549494685548990084e-24
971.80	4.588431844714530042e-24
971.81	4.634712546206819748e-24
971.82	4.687651631170870193e-24
971.83	4.746015446659240276e-24
971.84	4.808059614313740156e-24
971.85	4.871603924880179706e-24
971.86	4.934140346494609776e-24
971.87	4.992967705035750350e-24
971.88	5.045344605386500079e-24
971.89	5.088650761940280168e-24
971.90	5.120546199385550296e-24
971.91	5.139117822613030229e-24
971.92	5.143003633449459694e-24
971.93	5.131486332531560309e-24
971.94	5.104550077497400335e-24
971.95	5.062896623006690019e-24
971.96	5.007919763798179943e-24
971.97	4.941639743712239962e-24
971.98	4.866601885800200081e-24
971.99	4.785745960322699968e-24
972.00	4.702254585535630245e-24
972.01	4.619390136428640107e-24
972.02	4.540330151233839801e-24
972.03	4.468011057118360234e-24
972.04	4.404989217771419863e-24
972.05	4.353326915534269999e-24
972.06	4.314509036960179791e-24
972.07	4.289394079395560002e-24
972.08	4.278200799906050168e-24
972.09	4.280529552711430221e-24
972.10	4.295415264123399702e-24
972.11	4.321407211059650188e-24
972.12	4.356669406814259722e-24
972.13	4.399094525646009811e-24
972.14	4.446423945740540265e-24
972.15	4.496366648099419903e-24
972.16	4.546710329976119964e-24
972.17	4.595419097773360072e-24
972.18	4.640713395139619978e-24
972.19	4.681129283197900095e-24
972.20	4.715555703775090349e-24
972.21	4.743249811578709773e-24
972.22	4.763831760426810064e-24
972.23	4.777261395933589842e-24
972.24	4.783800092049659704e-24
972.25	4.783961448480049637e-24
972.26	4.778454743877380294e-24
972.27	4.768124943219109806e-24
972.28	4.753892733231139814e-24
972.29	4.736697566219219751e-24
972.30	4.717446095314440101e-24
972.31	4.696967747283250317e-24
972.32	4.675978560223579848e-24
972.33	4.655053858530049724e-24
972.34	4.634609877439520333e-24
972.35	4.614894098990530028e-24
972.36	4.595983819335439713e-24
972.37	4.577792319481070245e-24
972.38	4.560081933223090235e-24
972.39	4.542483267346859636e-24
972.40	4.524519799581639761e-24
972.41	4.505637032897690044e-24
972.42	4.485235302119719723e-24
972.43	4.462705202907100180e-24
972.44	4.437464448418169895e-24
972.45	4.408994771749010143e-24
972.46	4.376877308733020231e-24
972.47	4.340824748819090366e-24
972.48	4.300708466840550012e-24
972.49	4.256578878538329953e-24
972.50	4.208677423580689839e-24
972.51	4.157438886080830208e-24
972.52	4.103483214312969934e-24
972.53	4.047596582345450198e-24
972.54	3.990702114348090188e-24
972.55	3.933821420709729917e-24
972.56	3.878028816269990319e-24
972.57	3.824400741402900107e-24
972.58	3.773963422785959688e-24
972.59	3.727642135075200252e-24
972.60	3.686215512365350134e-24
972.61	3.650278181883950225e-24
972.62	3.620214546063419662e-24
972.63	3.596185840853469725e-24
972.64	3.578131689379389997e-24
972.65	3.565786313691200005e-24
972.66	3.558708443185619746e-24
972.67	3.556322856869540200e-24
972.68	3.557970511730300341e-24
972.69	3.562963429872949789e-24
972.70	3.570640018439379747e-24
972.71	3.580416333848340331e-24
972.72	3.591829004491450096e-24
972.73	3.604566092558170326e-24
972.74	3.618483073732280203e-24
972.75	3.633602280895019693e-24
972.76	3.650095506870700295e-24
972.77	3.668250884789000252e-24
972.78	3.688426545400849907e-24
972.79	3.710994770447569793e-24
972.80	3.736281311012020177e-24
972.81	3.764505129758810159e-24
972.82	3.795723993504180078e-24
972.83	3.829791058681380090e-24
972.84	3.866326865191799647e-24
972.85	3.904710029747030279e-24
972.86	3.944088488944249927e-24
972.87	3.983411494983470253e-24
972.88	4.021480843848890074e-24
972.89	4.057018157969900301e-24
972.90	4.088743592570840149e-24
972.91	4.115460213798389700e-24
972.92	4.136137609907189651e-24
972.93	4.149988113695710354e-24
972.94	4.156529364532850150e-24
972.95	4.155627807917439988e-24
972.96	4.147519062591549829e-24
972.97	4.132802783345079965e-24
972.98	4.112411583032540233e-24
972.99	4.087555598792920047e-24
973.00	4.059646233471939993e-24
973.01	4.030204314957569916e-24
973.02	4.000759250561880198e-24
973.03	3.972746595601439731e-24
973.04	3.947411727633909948e-24
973.05	3.925726987887089835e-24
973.06	3.908328734925389846e-24
973.07	3.895479315852810058e-24
973.08	3.887057103862999922e-24
973.09	3.882575619379600102e-24
973.10	3.881230511137410179e-24
973.11	3.881971000039269863e-24
973.12	3.883590455930950071e-24
973.13	3.884829241664950329e-24
973.14	3.884481945908510332e-24
973.15	3.881500721393490281e-24
973.16	3.875086686098540356e-24
973.17	3.864762217295970083e-24
973.18	3.850418407984149956e-24
973.19	3.832333851761060257e-24
973.20	3.811163128324079934e-24
973.21	3.787895704720580202e-24
973.22	3.763788262742459803e-24
973.23	3.740275529126329753e-24
973.24	3.718866358864049775e-24
973.25	3.701032970273039753e-24
973.26	3.688101762494740118e-24
973.27	3.681154019821009982e-24
973.28	3.680944033163320188e-24
973.29	3.687840809187469919e-24
973.30	3.701797700836089941e-24
973.31	3.722352125670069994e-24
973.32	3.748655213152800366e-24
973.33	3.779528923184309794e-24
973.34	3.813546087513490123e-24
973.35	3.849127107303900215e-24
973.36	3.884645827654779914e-24
973.37	3.918536495603930357e-24
973.38	3.949393735890950198e-24
973.39	3.976058140614429827e-24
973.40	3.997681306159729918e-24
973.41	4.013765858943469722e-24
973.42	4.024178049206449771e-24
973.43	4.029132692609399657e-24
973.44	4.029152424514190245e-24
973.45	4.025005226323459769e-24
973.46	4.017625829026100172e-24
973.47	4.008027767958690125e-24
973.48	3.997213466554150273e-24
973.49	3.986089724149120041e-24
973.50	3.975395382133749726e-24
973.51	3.965646800803939775e-24
973.52	3.957105196590290313e-24
973.53	3.949768001058570064e-24
973.54	3.943384367740319989e-24
973.55	3.937492939141180189e-24
973.56	3.931478159094859753e-24
973.57	3.924639922624860290e-24
973.58	3.916270315088450054e-24
973.59	3.905730684471909675e-24
973.60	3.892522350386109775e-24
973.61	3.876344868578060295e-24
973.62	3.857136882988130027e-24
973.63	3.835096110568729796e-24
973.64	3.810676787403440338e-24
973.65	3.784564807535919893e-24
973.66	3.757632649602030249e-24
973.67	3.730877857189969929e-24
973.68	3.705350180852110326e-24
973.69	3.682073395568009642e-24
973.70	3.661968207180600349e-24
973.71	3.645782527439830341e-24
973.72	3.634034746732259773e-24
973.73	3.626974525759019653e-24
973.74	3.624564158837709806e-24
973.75	3.626481857333469994e-24
973.76	3.632146505159350010e-24
973.77	3.640761698512839674e-24
973.78	3.651375341798000350e-24
973.79	3.662949855663270215e-24
973.80	3.674437257690910283e-24
973.81	3.684853062087879637e-24
973.82	3.693343131901419926e-24
973.83	3.699238284347180008e-24
973.84	3.702092535972620275e-24
973.85	3.701702284878640275e-24
973.86	3.698105341741930138e-24
973.87	3.691560404124610247e-24
973.88	3.682509179719770299e-24
973.89	3.671524771453440136e-24
973.90	3.659251026822469789e-24
973.91	3.646338239061159916e-24
973.92	3.633380816592590060e-24
973.93	3.620862295814670252e-24
973.94	3.609112385563340021e-24
973.95	3.598279660922019709e-24
973.96	3.588322161659800355e-24
973.97	3.579016611683179877e-24
973.98	3.569985388949690362e-24
973.99	3.560738871356930277e-24
974.00	3.550729486053739978e-24
974.01	3.539412802197929976e-24
974.02	3.526310408725230153e-24
974.03	3.511069155066099920e-24
974.04	3.493511613978420299e-24
974.05	3.473673325633999720e-24
974.06	3.451823441076550009e-24
974.07	3.428466713117619745e-24
974.08	3.404326274760150197e-24
974.09	3.380308178665670057e-24
974.10	3.357450123411199751e-24
974.11	3.336858048652760119e-24
974.12	3.319635244164690183e-24
974.13	3.306809213921569928e-24
974.14	3.299261722778280049e-24
974.15	3.297667219640370059e-24
974.16	3.302444200212940178e-24
974.17	3.313723098165650146e-24
974.18	3.331333055499099840e-24
974.19	3.354808519886279668e-24
974.20	3.383415158690309837e-24
974.21	3.416193178312369714e-24
974.22	3.452014898991830076e-24
974.23	3.489652449941880282e-24
974.24	3.527850787128939902e-24
974.25	3.565400939156710188e-24
974.26	3.601208469718810246e-24
974.27	3.634352592753749713e-24
974.28	3.664132146304670020e-24
974.29	3.690095657424360113e-24
974.30	3.712053930058270364e-24
974.31	3.730074866908889670e-24
974.32	3.744461498015940037e-24
974.33	3.755715340844279997e-24
974.34	3.764488178069370017e-24
974.35	3.771526046129729797e-24
974.36	3.777609637429240118e-24
974.37	3.783495412989270352e-24
974.38	3.789861505698740111e-24
974.39	3.797261995158460174e-24
974.40	3.806092401140770140e-24
974.41	3.816568336704079812e-24
974.42	3.828718256514639938e-24
974.43	3.842390207242849947e-24
974.44	3.857271509218209983e-24
974.45	3.872919438560840009e-24
974.46	3.888800291433969678e-24
974.47	3.904333736220239923e-24
974.48	3.918939117319009798e-24
974.49	3.932080370094019788e-24
974.50	3.943306427518950358e-24
974.51	3.952284417705590160e-24
974.52	3.958823528424270133e-24
974.53	3.962888102598730226e-24
974.54	3.964599276222950190e-24
974.55	3.964225225842760132e-24
974.56	3.962160808876569768e-24
974.57	3.958898015386870046e-24
974.58	3.954989171957950060e-24
974.59	3.951005224556180262e-24
974.60	3.947491665470240209e-24
974.61	3.944924757308509944e-24
974.62	3.943670650913759840e-24
974.63	3.943949807306380297e-24
974.64	3.945808834843330155e-24
974.65	3.949101463266700151e-24
974.66	3.953479919109189978e-24
974.67	3.958397464745460160e-24
974.68	3.963122337703929694e-24
974.69	3.966762797294779785e-24
974.70	3.968302469765110076e-24
974.71	3.966644696818929717e-24
974.72	3.960664149793870140e-24
974.73	3.949263586536290014e-24
974.74	3.931433313084629826e-24
974.75	3.906310680471979686e-24
974.76	3.873236810827579713e-24
974.77	3.831807718280260187e-24
974.78	3.781917079158900189e-24
974.79	3.723788120129400242e-24
974.80	3.657992435597579767e-24
974.81	3.585454014841820333e-24
974.82	3.507437346048269924e-24
974.83	3.425519152139520229e-24
974.84	3.341544077343340154e-24
974.85	3.257565451285159833e-24
974.86	3.175773069589059837e-24
974.87	3.098410701991590005e-24
974.88	3.027686723620460003e-24
974.89	2.965681815566249973e-24
974.90	2.914258054170490105e-24
974.91	2.874973868857479916e-24
974.92	2.849009270733869823e-24
974.93	2.837105426855180067e-24
974.94	2.839522081706490110e-24
974.95	2.856015528155600040e-24
974.96	2.885838841186309848e-24
974.97	2.927764960109459907e-24
974.98	2.980132001695410183e-24
974.99	3.040908979029420106e-24
975.00	3.107778963706990010e-24
975.01	3.178235735537680169e-24
975.02	3.249689180617689911e-24
975.03	3.319574179972349655e-24
975.04	3.385457515233970302e-24
975.05	3.445137423769949879e-24
975.06	3.496730860656690050e-24
975.07	3.538744244470130177e-24
975.08	3.570124433116330190e-24
975.09	3.590287832316800367e-24
975.10	3.599126807026669988e-24
975.11	3.596993861161049704e-24
975.12	3.584665287820830268e-24
975.13	3.563287089442849980e-24
975.14	3.534306854118800051e-24
975.15	3.499395895647149758e-24
975.16	3.460366285497270199e-24
975.17	3.419087412011960215e-24
975.18	3.377406406381740139e-24
975.19	3.337076209024799756e-24
975.20	3.299694266341779837e-24
975.21	3.266653913963169895e-24
975.22	3.239109495800360113e-24
975.23	3.217955269081159848e-24
975.24	3.203817231544730139e-24
975.25	3.197056246112459977e-24
975.26	3.197780283763930083e-24
975.27	3.205863291090140009e-24
